"","PIT","PITYear","Year","Location","Direction","GroundSpeed_mps","Culvert"
"303","228000014459","228000014459-2015","2015","TG-HT","Up",0.0674544461326283,"Non-culvert"
"304","228000014459","228000014459-2015","2015","HT-BBI","Up",0.343791353597011,"Non-culvert"
"305","228000014459","228000014459-2015","2015","HT-BBI","Down",0.325028932912621,"Non-culvert"
"306","228000014459","228000014459-2015","2015","BBI-R6","Up",0.384615384609705,"Non-culvert"
"307","228000014459","228000014459-2015","2015","BBI-R6","Down",0.377297161001571,"Non-culvert"
"308","228000014459","228000014459-2015","2015","VCS-OKH","Up",0.546307675178304,"Non-culvert"
"309","228000014459","228000014459-2015","2015","OKH-HPO","Up",0.657755732553891,"Non-culvert"
"310","228000014460","228000014460-2015","2015","HT-BBI","Up",0.588859928564533,"Non-culvert"
"311","228000014460","228000014460-2015","2015","HT-BBI","Down",0.943530474498689,"Non-culvert"
"312","228000014460","228000014460-2015","2015","BBI-R6","Up",0.590055988809663,"Non-culvert"
"313","228000014460","228000014460-2015","2015","BBI-R6","Down",0.907722216544119,"Non-culvert"
"314","228000014460","228000014460-2015","2015","VCS-OKH","Up",0.466914924005484,"Non-culvert"
"315","228000014460","228000014460-2015","2015","OKH-HPO","Up",0.773913438288888,"Non-culvert"
"316","228000014460","228000014460-2016","2016","HT-BBI","Down",0.93534181372201,"Non-culvert"
"317","228000014460","228000014460-2016","2016","BBI-R6","Down",0.830355441600032,"Non-culvert"
"318","228000014460","228000014460-2016","2016","BP-VCS","Up",0.487294244440461,"Non-culvert"
"319","228000014460","228000014460-2016","2016","BP-VCS","Down",0.911093922398695,"Non-culvert"
"320","228000014460","228000014460-2016","2016","OKH-HPO","Up",0.449579318581334,"Non-culvert"
"321","228000014460","228000014460-2016","2016","OKH-HPO","Down",0.907635791848409,"Non-culvert"
"322","228000014461","228000014461-2015","2015","HT-BBI","Up",0.612319466144764,"Non-culvert"
"323","228000014461","228000014461-2015","2015","BBI-R6","Up",0.633255068731209,"Non-culvert"
"324","228000014462","228000014462-2016","2016","HT-BBI","Up",0.716224720780149,"Non-culvert"
"325","228000014462","228000014462-2016","2016","HT-BBI","Down",0.985256683636193,"Non-culvert"
"326","228000014462","228000014462-2016","2016","BBI-R6","Up",0.535179890700036,"Non-culvert"
"327","228000014462","228000014462-2016","2016","BBI-R6","Down",0.853479199004674,"Non-culvert"
"328","228000014462","228000014462-2016","2016","BP-VCS","Up",0.608084853387883,"Non-culvert"
"329","228000014462","228000014462-2016","2016","VCS-OKH","Up",0.421043567727146,"Non-culvert"
"330","228000014462","228000014462-2016","2016","VCS-OKH","Down",1.03601694810591,"Non-culvert"
"331","228000014462","228000014462-2016","2016","OKH-HPO","Up",0.728126189224305,"Non-culvert"
"332","228000014462","228000014462-2016","2016","OKH-HPO","Down",0.691244601544958,"Non-culvert"
"333","228000014464","228000014464-2015","2015","TG-HT","Up",0.180225353444723,"Non-culvert"
"334","228000014464","228000014464-2015","2015","HT-BBI","Up",0.437588414381644,"Non-culvert"
"335","228000014464","228000014464-2015","2015","HT-BBI","Down",0.865931145749465,"Non-culvert"
"336","228000014464","228000014464-2015","2015","BBI-R6","Up",0.3340209179889,"Non-culvert"
"337","228000014464","228000014464-2015","2015","VCS-OKH","Up",0.265083753414734,"Non-culvert"
"338","228000014464","228000014464-2015","2015","VCS-OKH","Down",0.998774509025731,"Non-culvert"
"339","228000014464","228000014464-2015","2015","OKH-HPO","Down",0.563904827621956,"Non-culvert"
"340","228000014464","228000014464-2016","2016","HT-BBI","Up",0.712513607860903,"Non-culvert"
"341","228000014464","228000014464-2016","2016","BBI-R6","Up",0.551241736360086,"Non-culvert"
"342","228000014464","228000014464-2016","2016","R6-BP","Up",0.249297566644943,"Non-culvert"
"343","228000014464","228000014464-2016","2016","BP-VCS","Down",0.738145426353246,"Non-culvert"
"344","228000014464","228000014464-2016","2016","VCS-OKH","Down",1.16985646066467,"Non-culvert"
"345","228000014464","228000014464-2016","2016","OKH-HPO","Up",0.723235352779185,"Non-culvert"
"346","228000014464","228000014464-2016","2016","OKH-HPO","Down",0.805133023255814,"Non-culvert"
"347","228000014468","228000014468-2015","2015","TG-HT","Down",0.0626609814910732,"Non-culvert"
"348","228000014468","228000014468-2015","2015","HT-BBI","Up",0.574117647058824,"Non-culvert"
"349","228000014468","228000014468-2015","2015","BBI-R6","Up",0.478083048645528,"Non-culvert"
"350","228000014468","228000014468-2015","2015","VCS-OKH","Up",0.305033996740404,"Non-culvert"
"351","228000014468","228000014468-2015","2015","VCS-OKH","Down",1.17548076518861,"Non-culvert"
"352","228000014468","228000014468-2015","2015","OKH-HPO","Down",0.939974854438683,"Non-culvert"
"353","228000014468","228000014468-2016","2016","HT-BBI","Up",0.397212997330208,"Non-culvert"
"354","228000014468","228000014468-2016","2016","HT-BBI","Down",0.714875025779182,"Non-culvert"
"355","228000014468","228000014468-2016","2016","BBI-R6","Up",0.522477688480033,"Non-culvert"
"356","228000014468","228000014468-2016","2016","BBI-R6","Down",0.710556803085877,"Non-culvert"
"357","228000014468","228000014468-2016","2016","BP-VCS","Up",0.25838745489335,"Non-culvert"
"358","228000014468","228000014468-2016","2016","BP-VCS","Down",0.747284437044571,"Non-culvert"
"359","228000014468","228000014468-2016","2016","VCS-OKH","Down",1.03055848157764,"Non-culvert"
"360","228000014468","228000014468-2016","2016","OKH-HPO","Up",0.653515166421185,"Non-culvert"
"361","228000014468","228000014468-2016","2016","OKH-HPO","Down",0.740964686021637,"Non-culvert"
"362","228000014469","228000014469-2015","2015","TG-HT","Up",0.303253691946101,"Non-culvert"
"363","228000014469","228000014469-2015","2015","HT-BBI","Up",0.420585233999804,"Non-culvert"
"364","228000014469","228000014469-2015","2015","HT-BBI","Down",0.354857475276323,"Non-culvert"
"365","228000014469","228000014469-2015","2015","BBI-R6","Up",0.459180278161177,"Non-culvert"
"366","228000014469","228000014469-2015","2015","BBI-R6","Down",0.685525044846143,"Non-culvert"
"367","228000014469","228000014469-2015","2015","VCS-OKH","Up",0.267154720335397,"Non-culvert"
"368","228000014469","228000014469-2015","2015","VCS-OKH","Down",1.16706443648449,"Non-culvert"
"369","228000014469","228000014469-2015","2015","OKH-HPO","Down",0.477400540970565,"Non-culvert"
"370","228000014471","228000014471-2015","2015","TG-HT","Up",0.128624143384291,"Non-culvert"
"371","228000014471","228000014471-2015","2015","HT-BBI","Up",0.363324478548286,"Non-culvert"
"372","228000014471","228000014471-2015","2015","OKH-HPO","Up",0.365301213438918,"Non-culvert"
"373","228000014472","228000014472-2015","2015","TG-HT","Up",0.103999929854172,"Non-culvert"
"374","228000014472","228000014472-2015","2015","HT-BBI","Up",0.467600641467032,"Non-culvert"
"375","228000014472","228000014472-2015","2015","HT-BBI","Down",0.678127390147011,"Non-culvert"
"376","228000014472","228000014472-2015","2015","BBI-R6","Up",0.542378210525733,"Non-culvert"
"377","228000014472","228000014472-2015","2015","VCS-OKH","Up",0.750921377241034,"Non-culvert"
"378","228000014472","228000014472-2015","2015","VCS-OKH","Down",0.893150684931507,"Non-culvert"
"379","228000014472","228000014472-2015","2015","OKH-HPO","Up",0.668115551465476,"Non-culvert"
"380","228000014472","228000014472-2015","2015","OKH-HPO","Down",0.788682157712725,"Non-culvert"
"381","228000014472","228000014472-2016","2016","HT-BBI","Up",0.408768280650466,"Non-culvert"
"382","228000014472","228000014472-2016","2016","BBI-R6","Up",0.601356683941975,"Non-culvert"
"383","228000014472","228000014472-2016","2016","BP-VCS","Up",0.511292635110753,"Non-culvert"
"384","228000014472","228000014472-2016","2016","OKH-HPO","Up",0.683196502592758,"Non-culvert"
"385","228000014473","228000014473-2015","2015","TG-HT","Up",0.19681936223169,"Non-culvert"
"386","228000014473","228000014473-2015","2015","HT-BBI","Up",0.481338278229306,"Non-culvert"
"387","228000014473","228000014473-2015","2015","HT-BBI","Down",0.619050518569681,"Non-culvert"
"388","228000014473","228000014473-2015","2015","BBI-R6","Up",0.504397231088888,"Non-culvert"
"389","228000014473","228000014473-2015","2015","BBI-R6","Down",0.727325964424273,"Non-culvert"
"390","228000014475","228000014475-2015","2015","TG-HT","Up",0.195116690746453,"Non-culvert"
"391","228000014475","228000014475-2015","2015","HT-BBI","Up",0.612127756094194,"Non-culvert"
"392","228000014475","228000014475-2015","2015","HT-BBI","Down",0.924965579128358,"Non-culvert"
"393","228000014475","228000014475-2015","2015","BBI-R6","Up",0.501507146079801,"Non-culvert"
"394","228000014475","228000014475-2015","2015","VCS-OKH","Up",0.171386513428576,"Non-culvert"
"395","228000014475","228000014475-2015","2015","VCS-OKH","Down",1.05684028571769,"Non-culvert"
"396","228000014475","228000014475-2015","2015","OKH-HPO","Up",0.506412854147636,"Non-culvert"
"397","228000014475","228000014475-2015","2015","OKH-HPO","Down",0.907562581763028,"Non-culvert"
"398","228000014476","228000014476-2015","2015","TG-HT","Up",0.0652090384921728,"Non-culvert"
"399","228000014476","228000014476-2015","2015","HT-BBI","Up",0.497071353365834,"Non-culvert"
"400","228000014476","228000014476-2015","2015","BBI-R6","Up",0.623226476581644,"Non-culvert"
"401","228000014477","228000014477-2016","2016","HT-BBI","Up",0.258761406710172,"Non-culvert"
"402","228000014477","228000014477-2016","2016","HT-BBI","Down",0.722947540137672,"Non-culvert"
"403","228000014477","228000014477-2016","2016","BBI-R6","Down",0.778698031923937,"Non-culvert"
"404","228000014477","228000014477-2016","2016","R6-BP","Down",0.844153901364138,"Non-culvert"
"405","228000014477","228000014477-2016","2016","BP-VCS","Up",0.559796071286833,"Non-culvert"
"406","228000014477","228000014477-2016","2016","BP-VCS","Down",0.844247518358719,"Non-culvert"
"407","228000014477","228000014477-2016","2016","VCS-OKH","Down",0.915216169547122,"Non-culvert"
"408","228000014477","228000014477-2016","2016","OKH-HPO","Up",0.44835217121844,"Non-culvert"
"409","228000014477","228000014477-2016","2016","OKH-HPO","Down",0.79101086151519,"Non-culvert"
"410","228000014478","228000014478-2015","2015","TG-HT","Down",0.0382206061161041,"Non-culvert"
"411","228000014478","228000014478-2015","2015","HT-BBI","Up",0.896452399796907,"Non-culvert"
"412","228000014478","228000014478-2015","2015","HT-BBI","Down",0.626849720498968,"Non-culvert"
"413","228000014478","228000014478-2015","2015","BBI-R6","Down",0.888364358180742,"Non-culvert"
"414","228000014478","228000014478-2015","2015","VCS-OKH","Down",1.44888888888889,"Non-culvert"
"415","228000014478","228000014478-2015","2015","OKH-HPO","Up",0.69127645242652,"Non-culvert"
"416","228000014478","228000014478-2015","2015","OKH-HPO","Down",0.645566160263275,"Non-culvert"
"417","228000014479","228000014479-2016","2016","HT-BBI","Up",0.503004835447952,"Non-culvert"
"418","228000014479","228000014479-2016","2016","BBI-R6","Up",0.616821037449222,"Non-culvert"
"419","228000014481","228000014481-2015","2015","TG-HT","Up",0.0865734862915889,"Non-culvert"
"420","228000014481","228000014481-2015","2015","HT-BBI","Up",0.510651692036281,"Non-culvert"
"421","228000014481","228000014481-2015","2015","HT-BBI","Down",0.639139655163071,"Non-culvert"
"422","228000014481","228000014481-2015","2015","BBI-R6","Down",0.734439723592831,"Non-culvert"
"423","228000014481","228000014481-2015","2015","VCS-OKH","Up",0.395599061137301,"Non-culvert"
"424","228000014481","228000014481-2015","2015","VCS-OKH","Down",1.24237805209173,"Non-culvert"
"425","228000014481","228000014481-2015","2015","OKH-HPO","Up",0.669098877478911,"Non-culvert"
"426","228000014481","228000014481-2015","2015","OKH-HPO","Down",0.771829743600509,"Non-culvert"
"427","228000014482","228000014482-2015","2015","TG-HT","Up",0.0689440261694546,"Non-culvert"
"428","228000014482","228000014482-2015","2015","HT-BBI","Up",0.333765952375928,"Non-culvert"
"429","228000014482","228000014482-2015","2015","HT-BBI","Down",0.807630385963806,"Non-culvert"
"430","228000014482","228000014482-2015","2015","BBI-R6","Up",0.549521049493663,"Non-culvert"
"431","228000014482","228000014482-2015","2015","BBI-R6","Down",0.831044392627634,"Non-culvert"
"432","228000014482","228000014482-2015","2015","VCS-OKH","Up",0.443497188501991,"Non-culvert"
"433","228000014482","228000014482-2015","2015","VCS-OKH","Down",1.12439641272193,"Non-culvert"
"434","228000014482","228000014482-2015","2015","OKH-HPO","Down",0.522007167903347,"Non-culvert"
"435","228000014483","228000014483-2015","2015","TG-HT","Up",0.216218515394467,"Non-culvert"
"436","228000014483","228000014483-2015","2015","HT-BBI","Up",0.459236372722637,"Non-culvert"
"437","228000014483","228000014483-2015","2015","BBI-R6","Up",0.339743414400607,"Non-culvert"
"438","228000014483","228000014483-2015","2015","VCS-OKH","Up",0.37175003811906,"Non-culvert"
"439","228000014485","228000014485-2015","2015","TG-HT","Up",0.200873493916161,"Non-culvert"
"440","228000014485","228000014485-2015","2015","HT-BBI","Up",0.658545327340158,"Non-culvert"
"441","228000014485","228000014485-2015","2015","HT-BBI","Down",0.560859715201466,"Non-culvert"
"442","228000014485","228000014485-2015","2015","BBI-R6","Up",0.601487737787604,"Non-culvert"
"443","228000014485","228000014485-2015","2015","BBI-R6","Down",0.86974485383745,"Non-culvert"
"444","228000014485","228000014485-2015","2015","VCS-OKH","Up",0.250730656858809,"Non-culvert"
"445","228000014485","228000014485-2015","2015","VCS-OKH","Down",1.15767045428408,"Non-culvert"
"446","228000014485","228000014485-2015","2015","OKH-HPO","Up",0.786202284823409,"Non-culvert"
"447","228000014485","228000014485-2015","2015","OKH-HPO","Down",0.758266969987629,"Non-culvert"
"448","228000014486","228000014486-2015","2015","TG-HT","Up",0.435008506602402,"Non-culvert"
"449","228000014486","228000014486-2015","2015","HT-BBI","Up",0.571593490201987,"Non-culvert"
"450","228000014486","228000014486-2015","2015","HT-BBI","Down",0.507691949177328,"Non-culvert"
"451","228000014486","228000014486-2015","2015","BBI-R6","Up",0.385357650370977,"Non-culvert"
"452","228000014486","228000014486-2015","2015","BBI-R6","Down",0.932026594996174,"Non-culvert"
"453","228000014486","228000014486-2015","2015","VCS-OKH","Up",0.284948429752883,"Non-culvert"
"454","228000014487","228000014487-2015","2015","TG-HT","Up",0.208442965218062,"Non-culvert"
"455","228000014487","228000014487-2015","2015","HT-BBI","Up",0.538951148067013,"Non-culvert"
"456","228000014487","228000014487-2015","2015","BBI-R6","Up",0.349293398017296,"Non-culvert"
"457","228000014487","228000014487-2015","2015","VCS-OKH","Up",0.282789729229845,"Non-culvert"
"458","228000014488","228000014488-2015","2015","TG-HT","Up",0.120317141332477,"Non-culvert"
"459","228000014488","228000014488-2015","2015","HT-BBI","Up",0.58372982304587,"Non-culvert"
"460","228000014488","228000014488-2015","2015","BBI-R6","Up",0.496641074841842,"Non-culvert"
"461","228000014488","228000014488-2015","2015","VCS-OKH","Up",0.226137624851292,"Non-culvert"
"462","228000014488","228000014488-2015","2015","OKH-HPO","Up",0.621513995841895,"Non-culvert"
"463","228000014489","228000014489-2015","2015","TG-HT","Up",0.172896893523332,"Non-culvert"
"464","228000014489","228000014489-2015","2015","HT-BBI","Up",0.35841619994861,"Non-culvert"
"465","228000014489","228000014489-2015","2015","OKH-HPO","Up",0.365886251323422,"Non-culvert"
"466","228000014490","228000014490-2016","2016","HT-BBI","Up",0.427504968893229,"Non-culvert"
"467","228000014490","228000014490-2016","2016","HT-BBI","Down",0.567760862845575,"Non-culvert"
"468","228000014490","228000014490-2016","2016","BBI-R6","Up",0.0932428932327166,"Non-culvert"
"469","228000014490","228000014490-2016","2016","BBI-R6","Down",0.635334740072895,"Non-culvert"
"470","228000014490","228000014490-2016","2016","R6-BP","Down",0.661051497036986,"Non-culvert"
